,audio_filepath,txt_filepath,missing
140,F1/Audio/inform_3372_21.wav,F1/Transcripts/inform_3372_21.txt,False
141,F1/Audio/inform_855_04.wav,F1/Transcripts/inform_855_04.txt,False
142,F1/Audio/inform_792_07.wav,F1/Transcripts/inform_792_07.txt,False
143,F1/Audio/inform_811_11.wav,F1/Transcripts/inform_811_11.txt,False
144,F1/Audio/inform_3324_03.wav,F1/Transcripts/inform_3324_03.txt,False
145,F1/Audio/inform_3329_03.wav,F1/Transcripts/inform_3329_03.txt,False
146,F1/Audio/inform_3428_02.wav,F1/Transcripts/inform_3428_02.txt,False
147,F1/Audio/inform_1981_08.wav,F1/Transcripts/inform_1981_08.txt,False
148,F1/Audio/inform_807_02.wav,F1/Transcripts/inform_807_02.txt,False
149,F1/Audio/inform_720_05.wav,F1/Transcripts/inform_720_05.txt,False
150,F1/Audio/inform_3417_10.wav,F1/Transcripts/inform_3417_10.txt,False
151,F1/Audio/inform_1136_00.wav,F1/Transcripts/inform_1136_00.txt,False
152,F1/Audio/inform_2816_01.wav,F1/Transcripts/inform_2816_01.txt,False
153,F1/Audio/inform_1112_11.wav,F1/Transcripts/inform_1112_11.txt,False
154,F1/Audio/inform_1121_33.wav,F1/Transcripts/inform_1121_33.txt,False
155,F1/Audio/inform_1953_02.wav,F1/Transcripts/inform_1953_02.txt,False
156,F1/Audio/inform_1511_13.wav,F1/Transcripts/inform_1511_13.txt,False
157,F1/Audio/inform_1100_03.wav,F1/Transcripts/inform_1100_03.txt,False
158,F1/Audio/inform_1512_091.wav,F1/Transcripts/inform_1512_091.txt,False
159,F1/Audio/inform_4528_01.wav,F1/Transcripts/inform_4528_01.txt,False
160,F1/Audio/inform_1611_17.wav,F1/Transcripts/inform_1611_17.txt,False
161,F1/Audio/inform_1063_5.wav,F1/Transcripts/inform_1063_5.txt,False
162,F1/Audio/inform_3439_10.wav,F1/Transcripts/inform_3439_10.txt,False
163,F1/Audio/inform_1512_008.wav,F1/Transcripts/inform_1512_008.txt,False
164,F1/Audio/inform_1548_08.wav,F1/Transcripts/inform_1548_08.txt,False
165,F1/Audio/inform_3382_16.wav,F1/Transcripts/inform_3382_16.txt,False
166,F1/Audio/inform_1960_121.wav,F1/Transcripts/inform_1960_121.txt,False
167,F1/Audio/inform_1596_05.wav,F1/Transcripts/inform_1596_05.txt,False
168,F1/Audio/inform_2813_39.wav,F1/Transcripts/inform_2813_39.txt,False
169,F1/Audio/inform_1137_00.wav,F1/Transcripts/inform_1137_00.txt,False
170,F1/Audio/inform_1517_02.wav,F1/Transcripts/inform_1517_02.txt,False
171,F1/Audio/inform_2736_07.wav,F1/Transcripts/inform_2736_07.txt,False
172,F1/Audio/inform_1983_08.wav,F1/Transcripts/inform_1983_08.txt,False
173,F1/Audio/inform_665_17.wav,F1/Transcripts/inform_665_17.txt,False
174,F1/Audio/inform_1979_15.wav,F1/Transcripts/inform_1979_15.txt,False
175,F1/Audio/inform_1123_18.wav,F1/Transcripts/inform_1123_18.txt,False
176,F1/Audio/inform_4128_03.wav,F1/Transcripts/inform_4128_03.txt,False
177,F1/Audio/inform_2095_13.wav,F1/Transcripts/inform_2095_13.txt,False
178,F1/Audio/inform_2817_25.wav,F1/Transcripts/inform_2817_25.txt,False
179,F1/Audio/inform_820_16.wav,F1/Transcripts/inform_820_16.txt,False
180,F1/Audio/inform_3429_11.wav,F1/Transcripts/inform_3429_11.txt,False
181,F1/Audio/inform_1124_09.wav,F1/Transcripts/inform_1124_09.txt,False
182,F1/Audio/inform_3363_6.wav,F1/Transcripts/inform_3363_6.txt,False
183,F1/Audio/inform_2813_19.wav,F1/Transcripts/inform_2813_19.txt,False
184,F1/Audio/inform_4081_07.wav,F1/Transcripts/inform_4081_07.txt,False
185,F1/Audio/inform_1591_04.wav,F1/Transcripts/inform_1591_04.txt,False
186,F1/Audio/inform_2021_13.wav,F1/Transcripts/inform_2021_13.txt,False
187,F1/Audio/inform_4635_09.wav,F1/Transcripts/inform_4635_09.txt,False
188,F1/Audio/inform_3357_10.wav,F1/Transcripts/inform_3357_10.txt,False
189,F1/Audio/inform_2030_45.wav,F1/Transcripts/inform_2030_45.txt,False
190,F1/Audio/inform_2718_04.wav,F1/Transcripts/inform_2718_04.txt,False
191,F1/Audio/inform_3314_02.wav,F1/Transcripts/inform_3314_02.txt,False
192,F1/Audio/inform_4135_07.wav,F1/Transcripts/inform_4135_07.txt,False
193,F1/Audio/inform_2747_02.wav,F1/Transcripts/inform_2747_02.txt,False
194,F1/Audio/inform_1118_09.wav,F1/Transcripts/inform_1118_09.txt,False
195,F1/Audio/inform_847_01.wav,F1/Transcripts/inform_847_01.txt,False
196,F1/Audio/inform_1540_18.wav,F1/Transcripts/inform_1540_18.txt,False
197,F1/Audio/inform_2793_13.wav,F1/Transcripts/inform_2793_13.txt,False
198,F1/Audio/inform_764_14.wav,F1/Transcripts/inform_764_14.txt,False
199,F1/Audio/inform_1625_13.wav,F1/Transcripts/inform_1625_13.txt,False
200,F1/Audio/inform_4529_02.wav,F1/Transcripts/inform_4529_02.txt,False
201,F1/Audio/inform_4111_12.wav,F1/Transcripts/inform_4111_12.txt,False
202,F1/Audio/inform_3424_00.wav,F1/Transcripts/inform_3424_00.txt,False
203,F1/Audio/inform_2072_13.wav,F1/Transcripts/inform_2072_13.txt,False
204,F1/Audio/inform_2024_06.wav,F1/Transcripts/inform_2024_06.txt,False
205,F1/Audio/inform_2784_04.wav,F1/Transcripts/inform_2784_04.txt,False
206,F1/Audio/inform_1092_07.wav,F1/Transcripts/inform_1092_07.txt,False
207,F1/Audio/inform_1532_04.wav,F1/Transcripts/inform_1532_04.txt,False
208,F1/Audio/inform_3302_06.wav,F1/Transcripts/inform_3302_06.txt,False
209,F1/Audio/inform_3305_04.wav,F1/Transcripts/inform_3305_04.txt,False
210,F1/Audio/inform_1121_15.wav,F1/Transcripts/inform_1121_15.txt,False
211,F1/Audio/inform_1605_03.wav,F1/Transcripts/inform_1605_03.txt,False
212,F1/Audio/inform_3340_19.wav,F1/Transcripts/inform_3340_19.txt,False
213,F1/Audio/inform_2070_15.wav,F1/Transcripts/inform_2070_15.txt,False
214,F1/Audio/inform_3424_12.wav,F1/Transcripts/inform_3424_12.txt,False
215,F1/Audio/inform_4632_09.wav,F1/Transcripts/inform_4632_09.txt,False
216,F1/Audio/inform_1163_214.wav,F1/Transcripts/inform_1163_214.txt,False
217,F1/Audio/inform_674_12.wav,F1/Transcripts/inform_674_12.txt,False
218,F1/Audio/inform_642_6.wav,F1/Transcripts/inform_642_6.txt,False
219,F1/Audio/inform_1616_12.wav,F1/Transcripts/inform_1616_12.txt,False
220,F1/Audio/inform_1163_049.wav,F1/Transcripts/inform_1163_049.txt,False
221,F1/Audio/inform_2034_05.wav,F1/Transcripts/inform_2034_05.txt,False
222,F1/Audio/inform_2022_09.wav,F1/Transcripts/inform_2022_09.txt,False
223,F1/Audio/inform_2083_19.wav,F1/Transcripts/inform_2083_19.txt,False
224,F1/Audio/inform_4111_20.wav,F1/Transcripts/inform_4111_20.txt,False
225,F1/Audio/inform_854_02.wav,F1/Transcripts/inform_854_02.txt,False
226,F1/Audio/inform_842_06.wav,F1/Transcripts/inform_842_06.txt,False
227,F1/Audio/inform_2711_06.wav,F1/Transcripts/inform_2711_06.txt,False
228,F1/Audio/inform_720_04.wav,F1/Transcripts/inform_720_04.txt,False
229,F1/Audio/inform_4104_01.wav,F1/Transcripts/inform_4104_01.txt,False
230,F1/Audio/inform_2061_12.wav,F1/Transcripts/inform_2061_12.txt,False
231,F1/Audio/inform_3371_08.wav,F1/Transcripts/inform_3371_08.txt,False
232,F1/Audio/inform_849_02.wav,F1/Transcripts/inform_849_02.txt,False
233,F1/Audio/inform_3404_13.wav,F1/Transcripts/inform_3404_13.txt,False
234,F1/Audio/inform_1163_183.wav,F1/Transcripts/inform_1163_183.txt,False
235,F1/Audio/inform_4104_00.wav,F1/Transcripts/inform_4104_00.txt,False
236,F1/Audio/inform_1999_10.wav,F1/Transcripts/inform_1999_10.txt,False
237,F1/Audio/inform_1053_08.wav,F1/Transcripts/inform_1053_08.txt,False
238,F1/Audio/inform_2024_07.wav,F1/Transcripts/inform_2024_07.txt,False
239,F1/Audio/inform_1990_13.wav,F1/Transcripts/inform_1990_13.txt,False
240,F1/Audio/inform_3434_02.wav,F1/Transcripts/inform_3434_02.txt,False
241,F1/Audio/inform_2789_06.wav,F1/Transcripts/inform_2789_06.txt,False
242,F1/Audio/inform_1099_06.wav,F1/Transcripts/inform_1099_06.txt,False
243,F1/Audio/inform_1135_15.wav,F1/Transcripts/inform_1135_15.txt,False
244,F1/Audio/inform_2058_09.wav,F1/Transcripts/inform_2058_09.txt,False
245,F1/Audio/inform_3387_00.wav,F1/Transcripts/inform_3387_00.txt,False
246,F1/Audio/inform_2791_02.wav,F1/Transcripts/inform_2791_02.txt,False
247,F1/Audio/inform_2830_12.wav,F1/Transcripts/inform_2830_12.txt,False
248,F1/Audio/inform_818_44.wav,F1/Transcripts/inform_818_44.txt,False
249,F1/Audio/inform_4102_32.wav,F1/Transcripts/inform_4102_32.txt,False
250,F1/Audio/inform_2768_02.wav,F1/Transcripts/inform_2768_02.txt,False
251,F1/Audio/inform_2756_31.wav,F1/Transcripts/inform_2756_31.txt,False
252,F1/Audio/inform_1092_06.wav,F1/Transcripts/inform_1092_06.txt,False
253,F1/Audio/inform_2731_17.wav,F1/Transcripts/inform_2731_17.txt,False
254,F1/Audio/inform_2707_08.wav,F1/Transcripts/inform_2707_08.txt,False
255,F1/Audio/inform_4505_10.wav,F1/Transcripts/inform_4505_10.txt,False
256,F1/Audio/inform_1609_02.wav,F1/Transcripts/inform_1609_02.txt,False
257,F1/Audio/inform_4629_10.wav,F1/Transcripts/inform_4629_10.txt,False
258,F1/Audio/inform_3404_07.wav,F1/Transcripts/inform_3404_07.txt,False
259,F1/Audio/inform_1594_21.wav,F1/Transcripts/inform_1594_21.txt,False
260,F1/Audio/inform_2001_11.wav,F1/Transcripts/inform_2001_11.txt,False
261,F1/Audio/inform_818_32.wav,F1/Transcripts/inform_818_32.txt,False
262,F1/Audio/inform_772_08.wav,F1/Transcripts/inform_772_08.txt,False
263,F1/Audio/inform_3422_08.wav,F1/Transcripts/inform_3422_08.txt,False
264,F1/Audio/inform_3362_14.wav,F1/Transcripts/inform_3362_14.txt,False
265,F1/Audio/inform_3364_03.wav,F1/Transcripts/inform_3364_03.txt,False
266,F1/Audio/inform_672_04.wav,F1/Transcripts/inform_672_04.txt,False
267,F1/Audio/inform_1117_2.wav,F1/Transcripts/inform_1117_2.txt,False
268,F1/Audio/inform_2085_08.wav,F1/Transcripts/inform_2085_08.txt,False
269,F1/Audio/inform_3437_06.wav,F1/Transcripts/inform_3437_06.txt,False
270,F1/Audio/inform_1163_072.wav,F1/Transcripts/inform_1163_072.txt,False
271,F1/Audio/inform_2829_00.wav,F1/Transcripts/inform_2829_00.txt,False
272,F1/Audio/inform_1537_06.wav,F1/Transcripts/inform_1537_06.txt,False
273,F1/Audio/inform_676_01.wav,F1/Transcripts/inform_676_01.txt,False
274,F1/Audio/inform_877_14.wav,F1/Transcripts/inform_877_14.txt,False
275,F1/Audio/inform_2749_40.wav,F1/Transcripts/inform_2749_40.txt,False
276,F1/Audio/inform_2774_12.wav,F1/Transcripts/inform_2774_12.txt,False
277,F1/Audio/inform_4111_31.wav,F1/Transcripts/inform_4111_31.txt,False
278,F1/Audio/inform_1163_120.wav,F1/Transcripts/inform_1163_120.txt,False
279,F1/Audio/inform_1960_058.wav,F1/Transcripts/inform_1960_058.txt,False
280,F1/Audio/inform_606_2.wav,F1/Transcripts/inform_606_2.txt,False
281,F1/Audio/inform_2764_00.wav,F1/Transcripts/inform_2764_00.txt,False
282,F1/Audio/inform_818_48.wav,F1/Transcripts/inform_818_48.txt,False
283,F1/Audio/inform_2767_02.wav,F1/Transcripts/inform_2767_02.txt,False
284,F1/Audio/inform_602_41.wav,F1/Transcripts/inform_602_41.txt,False
285,F1/Audio/inform_4098_10.wav,F1/Transcripts/inform_4098_10.txt,False
286,F1/Audio/inform_641_04.wav,F1/Transcripts/inform_641_04.txt,False
287,F1/Audio/inform_3320_03.wav,F1/Transcripts/inform_3320_03.txt,False
288,F1/Audio/inform_784_07.wav,F1/Transcripts/inform_784_07.txt,False
289,F1/Audio/inform_4133_12.wav,F1/Transcripts/inform_4133_12.txt,False
290,F1/Audio/inform_2787_14.wav,F1/Transcripts/inform_2787_14.txt,False
291,F1/Audio/inform_615_05.wav,F1/Transcripts/inform_615_05.txt,False
292,F1/Audio/inform_862_07.wav,F1/Transcripts/inform_862_07.txt,False
293,F1/Audio/inform_3357_21.wav,F1/Transcripts/inform_3357_21.txt,False
294,F1/Audio/inform_1953_08.wav,F1/Transcripts/inform_1953_08.txt,False
295,F1/Audio/inform_3373_01.wav,F1/Transcripts/inform_3373_01.txt,False
296,F1/Audio/inform_2830_51.wav,F1/Transcripts/inform_2830_51.txt,False
297,F1/Audio/inform_1614_126.wav,F1/Transcripts/inform_1614_126.txt,False
298,F1/Audio/inform_1163_031.wav,F1/Transcripts/inform_1163_031.txt,False
299,F1/Audio/inform_4623_30.wav,F1/Transcripts/inform_4623_30.txt,False
300,F1/Audio/inform_2731_24.wav,F1/Transcripts/inform_2731_24.txt,False
301,F1/Audio/inform_1547_03.wav,F1/Transcripts/inform_1547_03.txt,False
302,F1/Audio/inform_2712_07.wav,F1/Transcripts/inform_2712_07.txt,False
303,F1/Audio/inform_854_07.wav,F1/Transcripts/inform_854_07.txt,False
304,F1/Audio/inform_1163_123.wav,F1/Transcripts/inform_1163_123.txt,False
305,F1/Audio/inform_1054_8.wav,F1/Transcripts/inform_1054_8.txt,False
306,F1/Audio/inform_1163_119.wav,F1/Transcripts/inform_1163_119.txt,False
307,F1/Audio/inform_1624_02.wav,F1/Transcripts/inform_1624_02.txt,False
308,F1/Audio/inform_4111_47.wav,F1/Transcripts/inform_4111_47.txt,False
309,F1/Audio/inform_2795_11.wav,F1/Transcripts/inform_2795_11.txt,False
310,F1/Audio/inform_4639_01.wav,F1/Transcripts/inform_4639_01.txt,False
311,F1/Audio/inform_3444_09.wav,F1/Transcripts/inform_3444_09.txt,False
312,F1/Audio/inform_2081_05.wav,F1/Transcripts/inform_2081_05.txt,False
313,F1/Audio/inform_2703_06.wav,F1/Transcripts/inform_2703_06.txt,False
314,F1/Audio/inform_801_01.wav,F1/Transcripts/inform_801_01.txt,False
315,F1/Audio/inform_2846_08.wav,F1/Transcripts/inform_2846_08.txt,False
316,F1/Audio/inform_1605_05.wav,F1/Transcripts/inform_1605_05.txt,False
317,F1/Audio/inform_1988_13.wav,F1/Transcripts/inform_1988_13.txt,False
318,F1/Audio/inform_2716_18.wav,F1/Transcripts/inform_2716_18.txt,False
319,F1/Audio/inform_2705_09.wav,F1/Transcripts/inform_2705_09.txt,False
320,F1/Audio/inform_603_07.wav,F1/Transcripts/inform_603_07.txt,False
321,F1/Audio/inform_4108_06.wav,F1/Transcripts/inform_4108_06.txt,False
322,F1/Audio/inform_621_07.wav,F1/Transcripts/inform_621_07.txt,False
323,F1/Audio/inform_2756_01.wav,F1/Transcripts/inform_2756_01.txt,False
324,F1/Audio/inform_2778_07.wav,F1/Transcripts/inform_2778_07.txt,False
325,F1/Audio/inform_1592_02.wav,F1/Transcripts/inform_1592_02.txt,False
326,F1/Audio/inform_764_48.wav,F1/Transcripts/inform_764_48.txt,False
327,F1/Audio/inform_3424_15.wav,F1/Transcripts/inform_3424_15.txt,False
328,F1/Audio/inform_1126_01.wav,F1/Transcripts/inform_1126_01.txt,False
329,F1/Audio/inform_1513_08.wav,F1/Transcripts/inform_1513_08.txt,False
330,F1/Audio/inform_4124_07.wav,F1/Transcripts/inform_4124_07.txt,False
331,F1/Audio/inform_1621_00.wav,F1/Transcripts/inform_1621_00.txt,False
332,F1/Audio/inform_4124_15.wav,F1/Transcripts/inform_4124_15.txt,False
333,F1/Audio/inform_4142_053.wav,F1/Transcripts/inform_4142_053.txt,False
334,F1/Audio/inform_794_03.wav,F1/Transcripts/inform_794_03.txt,False
