,audio_filepath,txt_filepath,missing
96,M2/Audio/inform_4240_06.wav,M2/Transcripts/inform_4240_06.txt,False
97,M2/Audio/inform_2630_08.wav,M2/Transcripts/inform_2630_08.txt,False
98,M2/Audio/inform_1184_14.wav,M2/Transcripts/inform_1184_14.txt,False
99,M2/Audio/inform_833_21.wav,M2/Transcripts/inform_833_21.txt,False
100,M2/Audio/inform_907_074.wav,M2/Transcripts/inform_907_074.txt,False
101,M2/Audio/inform_4734_08.wav,M2/Transcripts/inform_4734_08.txt,False
102,M2/Audio/inform_3519_20.wav,M2/Transcripts/inform_3519_20.txt,False
103,M2/Audio/nur_273_19.wav,M2/Transcripts/nur_273_19.txt,False
104,M2/Audio/inform_620_08.wav,M2/Transcripts/inform_620_08.txt,False
105,M2/Audio/inform_4326_73.wav,M2/Transcripts/inform_4326_73.txt,False
106,M2/Audio/inform_965_129.wav,M2/Transcripts/inform_965_129.txt,False
107,M2/Audio/inform_3546_13.wav,M2/Transcripts/inform_3546_13.txt,False
108,M2/Audio/nur_269_16.wav,M2/Transcripts/nur_269_16.txt,False
109,M2/Audio/inform_750_01.wav,M2/Transcripts/inform_750_01.txt,False
110,M2/Audio/inform_830_60.wav,M2/Transcripts/inform_830_60.txt,False
111,M2/Audio/inform_4662_00.wav,M2/Transcripts/inform_4662_00.txt,False
112,M2/Audio/inform_4316_04.wav,M2/Transcripts/inform_4316_04.txt,False
113,M2/Audio/inform_3462_37.wav,M2/Transcripts/inform_3462_37.txt,False
114,M2/Audio/Khabar_63_29.wav,M2/Transcripts/Khabar_63_29.txt,False
115,M2/Audio/inform_4322_032.wav,M2/Transcripts/inform_4322_032.txt,False
116,M2/Audio/inform_1144_07.wav,M2/Transcripts/inform_1144_07.txt,False
117,M2/Audio/inform_1069_05.wav,M2/Transcripts/inform_1069_05.txt,False
118,M2/Audio/nur_186_11.wav,M2/Transcripts/nur_186_11.txt,False
119,M2/Audio/inform_1935_18.wav,M2/Transcripts/inform_1935_18.txt,False
120,M2/Audio/inform_1854_02.wav,M2/Transcripts/inform_1854_02.txt,False
121,M2/Audio/nur_151_15.wav,M2/Transcripts/nur_151_15.txt,False
122,M2/Audio/inform_899_07.wav,M2/Transcripts/inform_899_07.txt,False
123,M2/Audio/inform_2626_04.wav,M2/Transcripts/inform_2626_04.txt,False
124,M2/Audio/inform_764_04.wav,M2/Transcripts/inform_764_04.txt,False
125,M2/Audio/inform_4738_22.wav,M2/Transcripts/inform_4738_22.txt,False
126,M2/Audio/inform_2601_07.wav,M2/Transcripts/inform_2601_07.txt,False
127,M2/Audio/inform_953_043.wav,M2/Transcripts/inform_953_043.txt,False
128,M2/Audio/inform_1931_25.wav,M2/Transcripts/inform_1931_25.txt,False
129,M2/Audio/nur_260_43.wav,M2/Transcripts/nur_260_43.txt,False
130,M2/Audio/inform_4692_04.wav,M2/Transcripts/inform_4692_04.txt,False
131,M2/Audio/inform_1932_341.wav,M2/Transcripts/inform_1932_341.txt,False
132,M2/Audio/inform_3565_02.wav,M2/Transcripts/inform_3565_02.txt,False
133,M2/Audio/inform_619_04.wav,M2/Transcripts/inform_619_04.txt,False
134,M2/Audio/tengrinewsblog_68_057.wav,M2/Transcripts/tengrinewsblog_68_057.txt,False
135,M2/Audio/nur_233_15.wav,M2/Transcripts/nur_233_15.txt,False
136,M2/Audio/inform_2677_09.wav,M2/Transcripts/inform_2677_09.txt,False
137,M2/Audio/inform_1812_08.wav,M2/Transcripts/inform_1812_08.txt,False
138,M2/Audio/inform_2575_04.wav,M2/Transcripts/inform_2575_04.txt,False
139,M2/Audio/inform_4766_01.wav,M2/Transcripts/inform_4766_01.txt,False
140,M2/Audio/nur_285_02.wav,M2/Transcripts/nur_285_02.txt,False
141,M2/Audio/inform_927_08.wav,M2/Transcripts/inform_927_08.txt,False
142,M2/Audio/inform_627_07.wav,M2/Transcripts/inform_627_07.txt,False
143,M2/Audio/nur_288_19.wav,M2/Transcripts/nur_288_19.txt,False
144,M2/Audio/inform_1878_26.wav,M2/Transcripts/inform_1878_26.txt,False
145,M2/Audio/nur_279_16.wav,M2/Transcripts/nur_279_16.txt,False
146,M2/Audio/inform_4657_07.wav,M2/Transcripts/inform_4657_07.txt,False
147,M2/Audio/nur_278_02.wav,M2/Transcripts/nur_278_02.txt,False
148,M2/Audio/inform_4792_31.wav,M2/Transcripts/inform_4792_31.txt,False
149,M2/Audio/nur_220_08.wav,M2/Transcripts/nur_220_08.txt,False
150,M2/Audio/inform_958_69.wav,M2/Transcripts/inform_958_69.txt,False
151,M2/Audio/inform_1815_09.wav,M2/Transcripts/inform_1815_09.txt,False
152,M2/Audio/inform_705_11.wav,M2/Transcripts/inform_705_11.txt,False
153,M2/Audio/inform_1001_01.wav,M2/Transcripts/inform_1001_01.txt,False
154,M2/Audio/tengrinewsblog_56_070.wav,M2/Transcripts/tengrinewsblog_56_070.txt,False
155,M2/Audio/inform_820_10.wav,M2/Transcripts/inform_820_10.txt,False
156,M2/Audio/inform_4760_03.wav,M2/Transcripts/inform_4760_03.txt,False
157,M2/Audio/inform_764_37.wav,M2/Transcripts/inform_764_37.txt,False
158,M2/Audio/inform_1135_18.wav,M2/Transcripts/inform_1135_18.txt,False
159,M2/Audio/tengrinewsblog_65_079.wav,M2/Transcripts/tengrinewsblog_65_079.txt,False
160,M2/Audio/inform_627_17.wav,M2/Transcripts/inform_627_17.txt,False
161,M2/Audio/inform_1163_030.wav,M2/Transcripts/inform_1163_030.txt,False
162,M2/Audio/inform_677_23.wav,M2/Transcripts/inform_677_23.txt,False
163,M2/Audio/inform_760_07.wav,M2/Transcripts/inform_760_07.txt,False
164,M2/Audio/inform_775_19.wav,M2/Transcripts/inform_775_19.txt,False
165,M2/Audio/inform_4261_11.wav,M2/Transcripts/inform_4261_11.txt,False
166,M2/Audio/inform_851_08.wav,M2/Transcripts/inform_851_08.txt,False
167,M2/Audio/tengrinewsblog_67_027.wav,M2/Transcripts/tengrinewsblog_67_027.txt,False
168,M2/Audio/inform_914_16.wav,M2/Transcripts/inform_914_16.txt,False
169,M2/Audio/inform_4792_53.wav,M2/Transcripts/inform_4792_53.txt,False
170,M2/Audio/inform_1942_00.wav,M2/Transcripts/inform_1942_00.txt,False
171,M2/Audio/inform_1905_06.wav,M2/Transcripts/inform_1905_06.txt,False
172,M2/Audio/inform_1848_07.wav,M2/Transcripts/inform_1848_07.txt,False
173,M2/Audio/inform_4702_09.wav,M2/Transcripts/inform_4702_09.txt,False
174,M2/Audio/inform_700_00.wav,M2/Transcripts/inform_700_00.txt,False
175,M2/Audio/inform_724_28.wav,M2/Transcripts/inform_724_28.txt,False
176,M2/Audio/inform_730_22.wav,M2/Transcripts/inform_730_22.txt,False
177,M2/Audio/inform_1116_07.wav,M2/Transcripts/inform_1116_07.txt,False
178,M2/Audio/inform_1838_06.wav,M2/Transcripts/inform_1838_06.txt,False
179,M2/Audio/inform_1108_13.wav,M2/Transcripts/inform_1108_13.txt,False
180,M2/Audio/inform_1930_02.wav,M2/Transcripts/inform_1930_02.txt,False
181,M2/Audio/inform_929_06.wav,M2/Transcripts/inform_929_06.txt,False
182,M2/Audio/inform_4795_02.wav,M2/Transcripts/inform_4795_02.txt,False
183,M2/Audio/nur_268_22.wav,M2/Transcripts/nur_268_22.txt,False
184,M2/Audio/inform_832_05.wav,M2/Transcripts/inform_832_05.txt,False
185,M2/Audio/inform_4739_10.wav,M2/Transcripts/inform_4739_10.txt,False
186,M2/Audio/inform_1839_02.wav,M2/Transcripts/inform_1839_02.txt,False
187,M2/Audio/inform_4747_09.wav,M2/Transcripts/inform_4747_09.txt,False
188,M2/Audio/inform_735_23.wav,M2/Transcripts/inform_735_23.txt,False
189,M2/Audio/Khabar_56_05.wav,M2/Transcripts/Khabar_56_05.txt,False
190,M2/Audio/inform_4798_13.wav,M2/Transcripts/inform_4798_13.txt,False
191,M2/Audio/inform_962_07.wav,M2/Transcripts/inform_962_07.txt,False
192,M2/Audio/nur_277_03.wav,M2/Transcripts/nur_277_03.txt,False
193,M2/Audio/nur_197_22.wav,M2/Transcripts/nur_197_22.txt,False
194,M2/Audio/tengrinewsblog_56_075.wav,M2/Transcripts/tengrinewsblog_56_075.txt,False
195,M2/Audio/inform_899_02.wav,M2/Transcripts/inform_899_02.txt,False
196,M2/Audio/inform_965_124.wav,M2/Transcripts/inform_965_124.txt,False
197,M2/Audio/inform_1122_12.wav,M2/Transcripts/inform_1122_12.txt,False
198,M2/Audio/inform_4293_03.wav,M2/Transcripts/inform_4293_03.txt,False
199,M2/Audio/inform_4762_06.wav,M2/Transcripts/inform_4762_06.txt,False
200,M2/Audio/inform_4301_35.wav,M2/Transcripts/inform_4301_35.txt,False
201,M2/Audio/inform_2583_098.wav,M2/Transcripts/inform_2583_098.txt,False
202,M2/Audio/nur_161_15.wav,M2/Transcripts/nur_161_15.txt,False
203,M2/Audio/inform_729_08.wav,M2/Transcripts/inform_729_08.txt,False
204,M2/Audio/inform_821_12.wav,M2/Transcripts/inform_821_12.txt,False
205,M2/Audio/inform_3491_33.wav,M2/Transcripts/inform_3491_33.txt,False
206,M2/Audio/inform_2573_08.wav,M2/Transcripts/inform_2573_08.txt,False
207,M2/Audio/inform_815_09.wav,M2/Transcripts/inform_815_09.txt,False
208,M2/Audio/nur_260_09.wav,M2/Transcripts/nur_260_09.txt,False
209,M2/Audio/nur_209_20.wav,M2/Transcripts/nur_209_20.txt,False
210,M2/Audio/inform_4203_03.wav,M2/Transcripts/inform_4203_03.txt,False
211,M2/Audio/inform_1932_165.wav,M2/Transcripts/inform_1932_165.txt,False
212,M2/Audio/inform_925_11.wav,M2/Transcripts/inform_925_11.txt,False
213,M2/Audio/nur_296_07.wav,M2/Transcripts/nur_296_07.txt,False
214,M2/Audio/inform_1932_296.wav,M2/Transcripts/inform_1932_296.txt,False
215,M2/Audio/inform_734_10.wav,M2/Transcripts/inform_734_10.txt,False
216,M2/Audio/inform_1183_00.wav,M2/Transcripts/inform_1183_00.txt,False
217,M2/Audio/inform_4772_26.wav,M2/Transcripts/inform_4772_26.txt,False
218,M2/Audio/inform_1011_10.wav,M2/Transcripts/inform_1011_10.txt,False
219,M2/Audio/inform_4258_13.wav,M2/Transcripts/inform_4258_13.txt,False
220,M2/Audio/inform_1077_13.wav,M2/Transcripts/inform_1077_13.txt,False
221,M2/Audio/inform_4254_09.wav,M2/Transcripts/inform_4254_09.txt,False
222,M2/Audio/Khabar_75_63.wav,M2/Transcripts/Khabar_75_63.txt,False
223,M2/Audio/inform_2583_080.wav,M2/Transcripts/inform_2583_080.txt,False
224,M2/Audio/inform_1908_38.wav,M2/Transcripts/inform_1908_38.txt,False
225,M2/Audio/tengrinewsblog_69_043.wav,M2/Transcripts/tengrinewsblog_69_043.txt,False
226,M2/Audio/inform_4230_11.wav,M2/Transcripts/inform_4230_11.txt,False
227,M2/Audio/inform_1949_10.wav,M2/Transcripts/inform_1949_10.txt,False
228,M2/Audio/inform_1922_05.wav,M2/Transcripts/inform_1922_05.txt,False
229,M2/Audio/Khabar_58_22.wav,M2/Transcripts/Khabar_58_22.txt,False
230,M2/Audio/inform_786_07.wav,M2/Transcripts/inform_786_07.txt,False
231,M2/Audio/inform_4227_22.wav,M2/Transcripts/inform_4227_22.txt,False
232,M2/Audio/inform_3511_19.wav,M2/Transcripts/inform_3511_19.txt,False
233,M2/Audio/inform_1163_114.wav,M2/Transcripts/inform_1163_114.txt,False
234,M2/Audio/inform_4206_08.wav,M2/Transcripts/inform_4206_08.txt,False
235,M2/Audio/inform_4791_28.wav,M2/Transcripts/inform_4791_28.txt,False
236,M2/Audio/inform_830_56.wav,M2/Transcripts/inform_830_56.txt,False
237,M2/Audio/inform_4293_22.wav,M2/Transcripts/inform_4293_22.txt,False
238,M2/Audio/inform_1096_04.wav,M2/Transcripts/inform_1096_04.txt,False
239,M2/Audio/inform_1878_11.wav,M2/Transcripts/inform_1878_11.txt,False
240,M2/Audio/inform_998_08.wav,M2/Transcripts/inform_998_08.txt,False
241,M2/Audio/inform_4672_10.wav,M2/Transcripts/inform_4672_10.txt,False
242,M2/Audio/tengrinewsblog_59_25.wav,M2/Transcripts/tengrinewsblog_59_25.txt,False
243,M2/Audio/inform_4306_17.wav,M2/Transcripts/inform_4306_17.txt,False
244,M2/Audio/inform_854_16.wav,M2/Transcripts/inform_854_16.txt,False
245,M2/Audio/nur_153_12.wav,M2/Transcripts/nur_153_12.txt,False
246,M2/Audio/inform_965_235.wav,M2/Transcripts/inform_965_235.txt,False
247,M2/Audio/inform_1814_01.wav,M2/Transcripts/inform_1814_01.txt,False
248,M2/Audio/inform_4688_03.wav,M2/Transcripts/inform_4688_03.txt,False
249,M2/Audio/inform_662_02.wav,M2/Transcripts/inform_662_02.txt,False
250,M2/Audio/inform_1011_37.wav,M2/Transcripts/inform_1011_37.txt,False
251,M2/Audio/inform_969_08.wav,M2/Transcripts/inform_969_08.txt,False
252,M2/Audio/inform_1895_10.wav,M2/Transcripts/inform_1895_10.txt,False
253,M2/Audio/inform_934_21.wav,M2/Transcripts/inform_934_21.txt,False
254,M2/Audio/inform_1120_05.wav,M2/Transcripts/inform_1120_05.txt,False
255,M2/Audio/Khabar_55_1.wav,M2/Transcripts/Khabar_55_1.txt,False
256,M2/Audio/inform_1944_09.wav,M2/Transcripts/inform_1944_09.txt,False
257,M2/Audio/nur_247_40.wav,M2/Transcripts/nur_247_40.txt,False
258,M2/Audio/inform_1903_05.wav,M2/Transcripts/inform_1903_05.txt,False
259,M2/Audio/inform_4315_00.wav,M2/Transcripts/inform_4315_00.txt,False
260,M2/Audio/nur_166_19.wav,M2/Transcripts/nur_166_19.txt,False
261,M2/Audio/inform_1820_06.wav,M2/Transcripts/inform_1820_06.txt,False
262,M2/Audio/tengrinewsblog_53_18.wav,M2/Transcripts/tengrinewsblog_53_18.txt,False
263,M2/Audio/Khabar_70_27.wav,M2/Transcripts/Khabar_70_27.txt,False
264,M2/Audio/inform_825_04.wav,M2/Transcripts/inform_825_04.txt,False
265,M2/Audio/inform_689_03.wav,M2/Transcripts/inform_689_03.txt,False
266,M2/Audio/inform_1853_10.wav,M2/Transcripts/inform_1853_10.txt,False
267,M2/Audio/inform_997_07.wav,M2/Transcripts/inform_997_07.txt,False
268,M2/Audio/inform_2574_080.wav,M2/Transcripts/inform_2574_080.txt,False
269,M2/Audio/inform_4270_09.wav,M2/Transcripts/inform_4270_09.txt,False
270,M2/Audio/tengrinewsblog_52_63.wav,M2/Transcripts/tengrinewsblog_52_63.txt,False
271,M2/Audio/tengrinewsblog_63_00.wav,M2/Transcripts/tengrinewsblog_63_00.txt,False
272,M2/Audio/inform_1912_15.wav,M2/Transcripts/inform_1912_15.txt,False
273,M2/Audio/nur_153_16.wav,M2/Transcripts/nur_153_16.txt,False
274,M2/Audio/inform_2570_14.wav,M2/Transcripts/inform_2570_14.txt,False
275,M2/Audio/nur_200_08.wav,M2/Transcripts/nur_200_08.txt,False
276,M2/Audio/inform_2574_079.wav,M2/Transcripts/inform_2574_079.txt,False
277,M2/Audio/inform_2696_14.wav,M2/Transcripts/inform_2696_14.txt,False
278,M2/Audio/inform_1161_04.wav,M2/Transcripts/inform_1161_04.txt,False
279,M2/Audio/inform_4670_42.wav,M2/Transcripts/inform_4670_42.txt,False
280,M2/Audio/inform_4725_03.wav,M2/Transcripts/inform_4725_03.txt,False
281,M2/Audio/nur_231_19.wav,M2/Transcripts/nur_231_19.txt,False
282,M2/Audio/inform_2577_68.wav,M2/Transcripts/inform_2577_68.txt,False
283,M2/Audio/inform_1932_067.wav,M2/Transcripts/inform_1932_067.txt,False
284,M2/Audio/inform_4317_04.wav,M2/Transcripts/inform_4317_04.txt,False
285,M2/Audio/inform_855_04.wav,M2/Transcripts/inform_855_04.txt,False
286,M2/Audio/inform_792_07.wav,M2/Transcripts/inform_792_07.txt,False
287,M2/Audio/nur_239_29.wav,M2/Transcripts/nur_239_29.txt,False
288,M2/Audio/inform_4243_07.wav,M2/Transcripts/inform_4243_07.txt,False
289,M2/Audio/inform_965_090.wav,M2/Transcripts/inform_965_090.txt,False
290,M2/Audio/inform_1922_06.wav,M2/Transcripts/inform_1922_06.txt,False
291,M2/Audio/inform_811_11.wav,M2/Transcripts/inform_811_11.txt,False
292,M2/Audio/inform_3455_03.wav,M2/Transcripts/inform_3455_03.txt,False
293,M2/Audio/inform_4290_41.wav,M2/Transcripts/inform_4290_41.txt,False
294,M2/Audio/inform_3582_15.wav,M2/Transcripts/inform_3582_15.txt,False
295,M2/Audio/nur_196_08.wav,M2/Transcripts/nur_196_08.txt,False
296,M2/Audio/inform_4663_14.wav,M2/Transcripts/inform_4663_14.txt,False
297,M2/Audio/inform_1912_04.wav,M2/Transcripts/inform_1912_04.txt,False
298,M2/Audio/inform_807_02.wav,M2/Transcripts/inform_807_02.txt,False
299,M2/Audio/inform_3553_16.wav,M2/Transcripts/inform_3553_16.txt,False
300,M2/Audio/inform_3577_08.wav,M2/Transcripts/inform_3577_08.txt,False
301,M2/Audio/inform_720_05.wav,M2/Transcripts/inform_720_05.txt,False
302,M2/Audio/Khabar_72_02.wav,M2/Transcripts/Khabar_72_02.txt,False
303,M2/Audio/inform_1136_00.wav,M2/Transcripts/inform_1136_00.txt,False
304,M2/Audio/inform_1112_11.wav,M2/Transcripts/inform_1112_11.txt,False
305,M2/Audio/inform_2586_03.wav,M2/Transcripts/inform_2586_03.txt,False
306,M2/Audio/inform_4258_05.wav,M2/Transcripts/inform_4258_05.txt,False
307,M2/Audio/inform_4227_20.wav,M2/Transcripts/inform_4227_20.txt,False
308,M2/Audio/inform_1121_33.wav,M2/Transcripts/inform_1121_33.txt,False
309,M2/Audio/inform_929_15.wav,M2/Transcripts/inform_929_15.txt,False
310,M2/Audio/tengrinewsblog_68_104.wav,M2/Transcripts/tengrinewsblog_68_104.txt,False
311,M2/Audio/inform_4322_026.wav,M2/Transcripts/inform_4322_026.txt,False
312,M2/Audio/nur_247_22.wav,M2/Transcripts/nur_247_22.txt,False
313,M2/Audio/inform_3511_05.wav,M2/Transcripts/inform_3511_05.txt,False
314,M2/Audio/inform_4758_46.wav,M2/Transcripts/inform_4758_46.txt,False
315,M2/Audio/inform_4251_39.wav,M2/Transcripts/inform_4251_39.txt,False
316,M2/Audio/inform_987_177.wav,M2/Transcripts/inform_987_177.txt,False
317,M2/Audio/inform_1100_03.wav,M2/Transcripts/inform_1100_03.txt,False
318,M2/Audio/inform_915_2.wav,M2/Transcripts/inform_915_2.txt,False
319,M2/Audio/tengrinewsblog_61_46.wav,M2/Transcripts/tengrinewsblog_61_46.txt,False
320,M2/Audio/inform_4219_031.wav,M2/Transcripts/inform_4219_031.txt,False
321,M2/Audio/inform_1183_03.wav,M2/Transcripts/inform_1183_03.txt,False
322,M2/Audio/inform_1063_5.wav,M2/Transcripts/inform_1063_5.txt,False
323,M2/Audio/inform_703_05.wav,M2/Transcripts/inform_703_05.txt,False
324,M2/Audio/nur_154_11.wav,M2/Transcripts/nur_154_11.txt,False
325,M2/Audio/inform_4263_07.wav,M2/Transcripts/inform_4263_07.txt,False
326,M2/Audio/inform_2557_17.wav,M2/Transcripts/inform_2557_17.txt,False
327,M2/Audio/inform_745_05.wav,M2/Transcripts/inform_745_05.txt,False
328,M2/Audio/inform_825_15.wav,M2/Transcripts/inform_825_15.txt,False
329,M2/Audio/inform_2578_21.wav,M2/Transcripts/inform_2578_21.txt,False
330,M2/Audio/inform_1137_00.wav,M2/Transcripts/inform_1137_00.txt,False
331,M2/Audio/inform_4695_05.wav,M2/Transcripts/inform_4695_05.txt,False
